timestamp,codec,model,p_mask,K,anchors_every,seeds,BPC_mean,BPC_sd,CharFid_mean,CharFid_sd
2025-10-21T09:16:06.573055Z,vqre,roberta-base,0.2,4,0,5,0.42801345276984504,0.07650088160870842,0.7122176986006344,0.1410976043740144
2025-10-21T09:16:06.573186Z,vqre,roberta-base,0.2,4,16,5,0.6875617680294056,0.04612272572747863,0.7048812339405595,0.13559798235187503
2025-10-21T09:16:06.573337Z,vqre,roberta-base,0.2,4,32,5,0.525463125858217,0.02698711152590399,0.7112210903458364,0.12572897347563153
2025-10-21T09:16:06.573474Z,vqre,roberta-base,0.2,4,64,5,0.4810217782761246,0.036780118635067506,0.6958830558056375,0.09009015749928713
2025-10-21T09:16:06.573596Z,vqre,roberta-base,0.2,16,0,5,0.13050825199349098,0.004329603279419579,0.682664338686281,0.06369711169705737
2025-10-21T09:16:06.573722Z,vqre,roberta-base,0.2,16,16,5,0.4293903211907923,0.003745417840956824,0.6842233690730237,0.08199896601521167
2025-10-21T09:16:06.573837Z,vqre,roberta-base,0.2,16,32,5,0.29401980712494424,0.0024508589280975083,0.6771975392434555,0.04926020250716491
2025-10-21T09:16:06.573975Z,vqre,roberta-base,0.2,16,64,5,0.2288233233987434,0.004359819788338181,0.6641938139967396,0.052382025699784486
2025-10-21T09:16:06.574098Z,vqre,roberta-base,0.2,64,0,5,0.12598972319119664,0.005418611232015698,0.6694593739819258,0.05206979125552605
2025-10-21T09:16:06.574208Z,vqre,roberta-base,0.2,64,16,5,0.42412276483565436,0.0037413430913164976,0.6597229996965877,0.030348892617319413
2025-10-21T09:16:06.574304Z,vqre,roberta-base,0.2,64,32,5,0.2916268728391758,0.0046668680393060664,0.6761180843627004,0.06138672056476544
2025-10-21T09:16:06.574400Z,vqre,roberta-base,0.2,64,64,5,0.22948169572051955,0.0020291766008811336,0.6576591864950255,0.031062468956225716
2025-10-21T09:16:06.574542Z,vqre,roberta-base,0.2,128,0,5,0.1264424457680923,0.004738801133463887,0.6510404469790898,0.027149185292360867
2025-10-21T09:16:06.574648Z,vqre,roberta-base,0.2,128,16,5,0.42575072377305023,0.004172301971957555,0.6586375539219912,0.029636429763688958
2025-10-21T09:16:06.574779Z,vqre,roberta-base,0.2,128,32,5,0.2921357195889055,0.0021623053794479212,0.6577995912615986,0.027658725759313964
2025-10-21T09:16:06.574898Z,vqre,roberta-base,0.2,128,64,5,0.22834189979803796,0.0023849291241510575,0.6466415333278398,0.019385892926987905
2025-10-21T09:16:06.575005Z,vqre,roberta-base,0.4,4,0,5,1.0856528605581113,0.05201879580932117,0.6551586600225365,0.0369307516165068
2025-10-21T09:16:06.575112Z,vqre,roberta-base,0.4,4,16,5,1.345359971890127,0.04149162534513723,0.6439702845350956,0.011651349884902604
2025-10-21T09:16:06.575227Z,vqre,roberta-base,0.4,4,32,5,1.2279090823368528,0.03823590722206564,0.6436901285540051,0.012251277567475993
2025-10-21T09:16:06.575331Z,vqre,roberta-base,0.4,4,64,5,1.1718526270568654,0.035938789268500325,0.6432706570597672,0.011932334192419113
2025-10-21T09:16:06.575471Z,vqre,roberta-base,0.4,16,0,5,0.707677304758276,0.019747176404942654,0.6429896296759361,0.011535191280821214
2025-10-21T09:16:06.575602Z,vqre,roberta-base,0.4,16,16,5,0.9902904422663088,0.021512341254581877,0.6525779281894682,0.02767083228881607
2025-10-21T09:16:06.575720Z,vqre,roberta-base,0.4,16,32,5,0.8677565509318951,0.021959738643921103,0.6509903413215076,0.02802705392645589
2025-10-21T09:16:06.575828Z,vqre,roberta-base,0.4,16,64,5,0.8138878733773477,0.008006843661739146,0.6520187054807127,0.02755199858048461
2025-10-21T09:16:06.575957Z,vqre,roberta-base,0.4,64,0,5,0.4990005901932636,0.03244351743183414,0.6648387151698814,0.03726846363325129
2025-10-21T09:16:06.576058Z,vqre,roberta-base,0.4,64,16,5,0.7859322073394506,0.027861751900136813,0.6551107328718057,0.028980306027672077
2025-10-21T09:16:06.576175Z,vqre,roberta-base,0.4,64,32,5,0.6648706314833397,0.029375536383988723,0.6572392792994175,0.024455534287006604
2025-10-21T09:16:06.576291Z,vqre,roberta-base,0.4,64,64,5,0.6017471049292737,0.03081905372251729,0.6651015468345821,0.024342172979922118
2025-10-21T09:16:06.576382Z,vqre,roberta-base,0.4,128,0,5,0.44483741139295785,0.017783967229104,0.655295143476777,0.015134156862647513
2025-10-21T09:16:06.576482Z,vqre,roberta-base,0.4,128,16,5,0.7357288597583511,0.02064464874636762,0.6553699025702276,0.010601422055834697
2025-10-21T09:16:06.576573Z,vqre,roberta-base,0.4,128,32,5,0.6119296182191847,0.019607456832114817,0.6518322252942326,0.029348656510138158
2025-10-21T09:16:06.576675Z,vqre,roberta-base,0.4,128,64,5,0.5466123484527203,0.019896803698581995,0.6498248401560064,0.029259084528662316
2025-10-21T09:16:06.576789Z,vqre,roberta-base,0.6,4,0,5,1.7557980462025329,0.01282373429439078,0.6477796579239082,0.014894844633169835
2025-10-21T09:16:06.576892Z,vqre,roberta-base,0.6,4,16,5,1.9595014557308916,0.016362133257901448,0.6461909818025218,0.01381151511044588
2025-10-21T09:16:06.576996Z,vqre,roberta-base,0.6,4,32,5,1.8809248403751062,0.007140195380995775,0.6522524592658685,0.027800428477276887
2025-10-21T09:16:06.577110Z,vqre,roberta-base,0.6,4,64,5,1.8434392760419376,0.004946822475179377,0.6460511216626617,0.01599223125927999
2025-10-21T09:16:06.577223Z,vqre,roberta-base,0.6,16,0,5,1.4144601304293976,0.021391311175059827,0.6507290346116027,0.026744322035040336
2025-10-21T09:16:06.577325Z,vqre,roberta-base,0.6,16,16,5,1.649653783294915,0.01652975768789623,0.6499588460534884,0.028546439471030076
2025-10-21T09:16:06.577417Z,vqre,roberta-base,0.6,16,32,5,1.569557213296348,0.02235168793624213,0.6506120713328819,0.030423196221570626
2025-10-21T09:16:06.577538Z,vqre,roberta-base,0.6,16,64,5,1.5152407945137358,0.021939556396732368,0.6398253225396663,0.010628844757908812
2025-10-21T09:16:06.577652Z,vqre,roberta-base,0.6,64,0,5,1.2229881343830473,0.03676715522876615,0.641777373603867,0.013592052144363483
2025-10-21T09:16:06.577778Z,vqre,roberta-base,0.6,64,16,5,1.4581562079321426,0.028837949890827417,0.6398531348104692,0.023717202408760962
2025-10-21T09:16:06.577902Z,vqre,roberta-base,0.6,64,32,5,1.3746537651076574,0.040315932409040085,0.6381432973996972,0.009963364423960187
2025-10-21T09:16:06.578004Z,vqre,roberta-base,0.6,64,64,5,1.3191145342238053,0.042515005932474585,0.6363226102986362,0.019997602970052215
2025-10-21T09:16:06.578107Z,vqre,roberta-base,0.6,128,0,5,1.1322651100392838,0.04735177159984694,0.641506834174449,0.017304312726057643
2025-10-21T09:16:06.578220Z,vqre,roberta-base,0.6,128,16,5,1.3703226649988576,0.039746708990231056,0.6530085567509379,0.015354941434579892
2025-10-21T09:16:06.578322Z,vqre,roberta-base,0.6,128,32,5,1.2824049981614807,0.04614866832754306,0.6390984585417743,0.014420247750680265
2025-10-21T09:16:06.578413Z,vqre,roberta-base,0.6,128,64,5,1.2314286700921666,0.04197954552134048,0.6580434802905344,0.017430204237431746
2025-10-21T09:16:06.578532Z,vqre,roberta-base,0.8,4,0,5,2.4150286654090882,0.017042088712444208,0.6474710101853539,0.014176272740442718
2025-10-21T09:16:06.578669Z,vqre,roberta-base,0.8,4,16,5,2.5835684033693953,0.018243357963076485,0.6373683662042053,0.010651254196953484
2025-10-21T09:16:06.578792Z,vqre,roberta-base,0.8,4,32,5,2.526020991689509,0.017837726123707917,0.637602882466759,0.011259731705841615
2025-10-21T09:16:06.578906Z,vqre,roberta-base,0.8,4,64,5,2.493700069088185,0.016428112731739327,0.6415326131721906,0.011056705992719703
2025-10-21T09:16:06.579017Z,vqre,roberta-base,0.8,16,0,5,2.094315309973135,0.02230445147368641,0.6399962806983888,0.01026954708273025
2025-10-21T09:16:06.579138Z,vqre,roberta-base,0.8,16,16,5,2.2840865244111255,0.02481055484193712,0.6392499241239971,0.009898220300889356
2025-10-21T09:16:06.579219Z,vqre,roberta-base,0.8,16,32,5,2.227933724430527,0.021615037498737038,0.6358793073290789,0.01451424628147238
2025-10-21T09:16:06.579310Z,vqre,roberta-base,0.8,16,64,5,2.1762789462226433,0.0173738368100574,0.6456142551009815,0.021401017796943266
2025-10-21T09:16:06.579434Z,vqre,roberta-base,0.8,64,0,5,1.9292254935725752,0.01600474877298575,0.6366791177579475,0.019141612422274096
2025-10-21T09:16:06.579542Z,vqre,roberta-base,0.8,64,16,5,2.1129758697097554,0.020795376511684466,0.6402075052582976,0.026848660693707258
2025-10-21T09:16:06.579664Z,vqre,roberta-base,0.8,64,32,5,2.0572464939872357,0.021810848018460678,0.6481621414839619,0.024570397508046706
2025-10-21T09:16:06.579765Z,vqre,roberta-base,0.8,64,64,5,2.009344101917833,0.024262633615555973,0.6524690806507142,0.017806485639308617
2025-10-21T09:16:06.579882Z,vqre,roberta-base,0.8,128,0,5,1.8508189879732322,0.03216039027708524,0.6412465752226012,0.017096700654015938
2025-10-21T09:16:06.579985Z,vqre,roberta-base,0.8,128,16,5,2.047154846111656,0.028911718657771455,0.6323568564263403,0.005583985818391797
2025-10-21T09:16:06.580096Z,vqre,roberta-base,0.8,128,32,5,1.9872096571634361,0.03189750671335319,0.6345838713636357,0.009634659176321
2025-10-21T09:16:06.580199Z,vqre,roberta-base,0.8,128,64,5,1.9393175288224958,0.03420329430215893,0.6388212850403017,0.009511756695634279
